"movie_id",,"stage_name","role_type","role_description","role_name"
"ACu23","Great Expectations","Robert deNiro",,"benefactor",
"ACu23","Great Expectations","Anne Bancroft",,,
"ACu27","Y tu Mama Tambien","Diego Luna",,"rich stud teenager","Tenoch Iturbide"
"ACu27","Y tu Mama Tambien","Gael Garcia Bernal",,"poor friend, stud","Julio Zapata"
"ACu27","Y tu Mama Tambien","Maribel Verdu","love interest","sexy lady, nude","Luisa Cortes"
"ACu27","Y tu Mama Tambien",,,"Luisa's creepy husband, Tenoch's cousin","Cortes"
"ACu27","Y tu Mama Tambien",,,"Tenoch's girlfriend, leaves for Italy",
"ACv10","Therese","Catherine Mouchet",,"saint","Theresa"
"ACv10","Therese","Aurore Prieto",,,
"ACv10","Therese","Sylvie Habault",,,
"ACx10","Repo Man","Harry Dean Stanton",,"sociopath",
"ACx10","Repo Man","Emilio Estevez",,"sociopath",
"ACx10","Repo Man","Tracey Walker",,"acidhead philosopher",
"ACx10","Repo Man","Vonetta McGee",,,"Marlene"
"ACx10","Repo Man","Fox Harris",,"lobotomized scientist",
"ACx12","Sid and Nancy","Gary Oldman",,"punk rocker, destroyed","Sid Vicious"
"ACx12","Sid and Nancy","Chloe Webb",,"American girlfriend",
"ACx12","Sid and Nancy","David Hayman",,,
"ACy10","Les Amants de Verone","Pierre Brasseur",,"star, lover, to play Romeo",
"ACy10","Les Amants de Verone","Anouk Aimee",,"stand-in starlet, love, to play Julia",
"ACy10","Les Amants de Verone","Serge Reggiani",,"studio carpenter, lover",
"ACy14","Justice est Fait","Claude Noiller",,"accused of murder of her lover",
"ACy14","Justice est Fait","Valentine Tessier",,"juror",
"ACy20","Eye for an Eye","Curt Jurgens",,"doctor",
"ACy20","Eye for an Eye","Folco Lulli",,"demented",
"ACy20","Eye for an Eye","Lea Padovani",,"wife, dies","errorR(An)/error"
"ACy38","Verdict","Jean Gabin",,"judge, kidnapped",
"ACy38","Verdict","Sophia Loren",,"gangster's widow",
"ACy38","Verdict","Henri Garcin",,"gangster's son, accused",
"ACy38","Verdict","Julien Bertheau",,,
"AD40","Aerograd","Semyon Shaigada",,"guard",
"AD40","Aerograd","Stepan Shkurat",,,
"AD40","Aerograd","Sergei Stolyarov",,,
"ADA10","The Memory of the Other","Lyda Bonelli",,,
"ADA10","The Memory of the Other","Mario Bonnard",,,
"AdB21","The Constant Nymph","Ivor Novello",,"composer",
"AdB21","The Constant Nymph","Mary Clare",,,
"AdB21","The Constant Nymph","Mabel Poulton",,,
"AdB21","The Constant Nymph","Benita Hume",,,
"ADg10","The Moneytree","Christopher Dienstag",,"grows weed",
"ADg10","The Moneytree","Monica Caldwell",,"worried girlfriend",
"AdI15","Perdita Durango","Rosie Perez","villain","aggressive","Perrdita"
"AdI15","Perdita Durango","Javier Pardem","sidekick","fellow gangster","romeo Dolorosa"
"AdI15","Perdita Durango","James Gandolfini","agent","FBi agent",
"AdI15","Perdita Durango","Screamin' Jay Hawkins",,,
"AdI15","Perdita Durango",,,"bratty virgin, kidnapped, enslaved",
"AdI15","Perdita Durango",,,"white boy, kidnapped, enslaved",
"AdL5","Flashdance","Jennifer Beale",,"welder, dancer",
"AdL5","Flashdance","Michael Nouri",,,
"AdL5","Flashdance","Lilia Skala",,,
"AdL5","Flashdance","Sunny Johnson",,,
"AdL5","Flashdance","Kyle T. Hefner",,,
"AdL5","Flashdance","Belinda Bauer",,,
"AdL5","Flashdance","Irine Cara",,"singer",
"AdL6","Nine 1/2 Weeks","Kim Basinger","love interest","Vic","art gallery assistant, divorcee, falls"
"AdL6","Nine 1/2 Weeks","Mickey Rourke","love interest","weird enigmatic arbitrageur, plays with sex, emotions","John"
"AdL6","Nine 1/2 Weeks","Margaret Whitton","sidekick","sensible collegue, sexy friend",
"AdL6","Nine 1/2 Weeks","Karen Young","sidekick","collegue",
"AdL6","Nine 1/2 Weeks","Roderick Cook",,"critic",
"AdL6","Nine 1/2 Weeks","David Margulin",,"distinguished artist",
"AdL6","Nine 1/2 Weeks","Cyntia Cruz",,"whore",
"AdL6","Nine 1/2 Weeks","Raynor Scheine",,"spaced-out flower delivery boy",
"AdL6","Nine 1/2 Weeks","Olek Krup",,"ex-husband, takes up with friend",
"AdL6","Nine 1/2 Weeks","Dwight West",,,
"AdL10","Fatal Attraction","Michael Douglas",,"married lawyer, scared, overwhelmed",
"AdL10","Fatal Attraction","Glenn Close","vamp","determined vamp, book editor","AAN"
"AdL10","Fatal Attraction","Anne Archer",,"beautiful homebody wife",
"AdL10","Fatal Attraction","Ellen Hamilton Latzen",,"daughter",
"AdL10","Fatal Attraction","Stuart Pankin",,"clowning pal",
"AdL14","Jacob's Ladder","Tim Robbins",,"psychotic veteran",
"AdL14","Jacob's Ladder","Elizabeth Pena",,"girlfriend",
"AdL14","Jacob's Ladder","Danny Aiello",,"chiropractor",
"AdL14","Jacob's Ladder","Patricia Kalember",,,
"AdL16","Indecent Proposal","Woody Harrison","victim","overextended architect, husband","David Murphy"
"AdL16","Indecent Proposal","Demi Moore","love interest","beautiful wife, agrees","Diane Murphy"
"AdL16","Indecent Proposal","Robert Redford","villain","billionaire, desires Diane, proposes 1MDoll for a night, keeps pursuing Diane","John Gage"
"AdL16","Indecent Proposal","Tommy Rile","sidekick","billionaire's driver","Shakleford"
"AdL16","Indecent Proposal","Oliver Platt","sidekick","architect's money-conscious lawyer",
"AdL20","Lolita","Jeremy Irons",,"pedophile stepfather","Humbert Humbert"
"AdL20","Lolita","Dominique Swain","love interest","sexy teen","Lolita"
"AdL20","Lolita","Melanie Griffith",,"annoying mother, dies","Charlotte Haze"
"AdL20","Lolita","Frank Langella",,"sinister, lures Lolita away, chased","Clare Quilty"
"AdL20","Lolita","Ben Silverstone",,"young Humbert","Humbert"
"AdL20","Lolita","Emma GriffithsMalin",,"young love, dies","Annabel Leigh"
"AdL20","Lolita","Suzanne Shepherd",,,"nMiss Pratt"""
"AdL25","Unfaithful","Richard Gere",,"business man, husband","Edward Sumner"
"AdL25","Unfaithful","Diane Lane",,"beautiful wife, meets bookdealer in city","Connie Sumner"
"AdL25","Unfaithful","Oliver Martinez",,"suave, French bookdealer","Paul Martel"
"AdL25","Unfaithful","Erik Per Sullivan",,"cute son","Paul Martel"
"ADr10","The Love-Ins","Richard Todd",,"hippie professor","Timothy Leary, assassinated"
"ADr10","The Love-Ins","Susan Oliver",,"trips, gets pregnant, abandoned",
"ADr10","The Love-Ins","James MacArthur",,"ex-boyfriend, publisher, revenges",
"ADr10","The Love-Ins","Joe Pyne",,"show host","Joe Pyne"
"ADr10","The Love-Ins","Mark Goddard",,,
"ADr10","The Love-Ins","The Chocolate Watchband","Grp",,
"ADr10","The Love-Ins","New Age","Grp",,
"ADT9","Dark Waters","Merle Oberon",,,
"ADT9","Dark Waters","Franchot Tone",,,
"ADT9","Dark Waters","Elisha Cook~jr.",,,
"ADT12","Ramrod","Veronica Lake",,"predatory lady rancher",
"ADT12","Ramrod","Joel McCrae",,"tough foreman",
"ADT12","Ramrod","Preston Foster",,,
"ADT12","Ramrod","Charles Ruggles",,,
"ADT12","Ramrod","Donald Crisp",,,
"ADT12","Ramrod","Arleen Wheelan",,,
"ADT12","Ramrod","Lloyd Bridges",,,
"ADT18","House of Wax","Vincent Price",,"scarred museum owner, sculptor",
"ADT18","House of Wax","Frank Lovejoy",,,
"ADT18","House of Wax","Phyllis Kirk",,"tourist",
"ADT18","House of Wax","Charles Buchinsky",,,"notesaliaslater Fn(Bronson)/alias/notes"
"ADT18","House of Wax","Carolyn Jones",,,
"ADv10","Above the Law","Stephen Seagal",,"tough cop",
"ADv12","Code of Silence","Chuck Norris",,,
"ADv14","The Package","Tommy Lee Jones",,,
"ADv15","Under Siege","Stephen Seagal",,"embittered commander",
"ADv15","Under Siege","Tommy Lee Jones",,"renegade CIA agent, takes over battleship","Strannix"
"ADv17","The Fugitive","Jeroen Krabbe","villain","one-armed murderer","Charles Nichols"
"ADv17","The Fugitive","Julianne Moore",,,
"ADv22","A Perfect Murder","Michael Douglas","suspect","revenging husband","Steve Tayylor"
"ADv22","A Perfect Murder","Gwyneth Paltrow","victim","glamorous, straying rich wife","Emily"
"ADv22","A Perfect Murder","Viggo Mortensen",,"hitman, lover","David Shaw"
"ADv22","A Perfect Murder","David Suchet","agent","detective",
"ADv22","A Perfect Murder","Sarita Choudhury",,"Emily's friend",
"ADw5","Maiden and Men","Pauline Bush",,,
"ADw6","Their Hero Son","J.Warren Kerrigan",,"no-good son","errorR(An)/error"
"ADw6","Their Hero Son","Jack Richardson",,"thoughtful cowboy","errorR(An)/error"
"ADw6","Their Hero Son","George Periolat",,,
"ADw17","Robin Hood","Douglas Fairbanks","crook","hero","Robin Hood"
"ADw17","Robin Hood","Wallace Beery","ruler","king","Richard the Lionhearted"
"ADw17","Robin Hood",,"agent","sheriff of Nottingham",
"ADw17","Robin Hood",,"villain","evil prince","John"
"ADw17","Robin Hood","Alan Hale","sidekick","rogue","Little John"
"ADw17","Robin Hood","Enid Bennett",,"maid","Marian"
"ADw22","The Iron Mask","Douglas Fairbanks~sr",,"prince, prisoner",
"ADw22","The Iron Mask","Walter Abel",,"D'Artagan",
"ADw22","The Iron Mask","Margot Grahame",,"Milady",
"ADw22","The Iron Mask","Miles Mander","ruler","king",
"ADw27","Manhandled","Gloria Swanson",,,
"ADw27","Manhandled","Tom Moore",,"inventor boyfriend",
"ADw27","Manhandled","Frank Morgan",,"rich couturier",
"ADw27","Manhandled","Lilyan Tashman",,,
"ADw27","Manhandled","Ian Keith",,,
"ADw27","Manhandled","Paul McAllister",,,
"ADw27","Manhandled","Arthur Houseman",,,
"ADw27","Manhandled","Ann Penningtin",,,
"ADw35","Heidi","Shirley Temple",,"orphan",
"ADw35","Heidi","Jean Hersholt",,,
"ADw35","Heidi","Arthur Treacher",,"crusty grandfather",
"ADw35","Heidi","Helen Westley",,,
"ADw35","Heidi","Pauline Moore",,,
"ADw35","Heidi","Mary Nash",,,
"ADw35","Heidi","Thomas beck",,,
"ADw35","Heidi","Sidney Blackmer",,,
"ADw35","Heidi","Mady Christians",,,
"ADw35","Heidi","Sig Rumann",,,
"ADw35","Heidi","Marcia Mae",,,
"ADw35","Heidi","Christian Rub",,,
"ADw40","Rebecca of Sunnybrook Farm","Shirley Temple",,"child radio singer",
"ADw40","Rebecca of Sunnybrook Farm","Randolph Scott",,,
"ADw40","Rebecca of Sunnybrook Farm","Jack Haley",,,
"ADw40","Rebecca of Sunnybrook Farm","Gloria Stuart",,"farming aunt",
"ADw40","Rebecca of Sunnybrook Farm","Phyllis Brooks",,,
"ADw40","Rebecca of Sunnybrook Farm","Helen Westlet",,,
"ADw40","Rebecca of Sunnybrook Farm","Slim Summerville",,,
"ADw40","Rebecca of Sunnybrook Farm","Bojangles Robinson",,,
"ADw41","Suez","Tyrone Power",,"canal builder",
"ADw41","Suez","Annabelle",,"empress",
"ADw41","Suez","Loretta Young",,,
"ADw41","Suez","J. Edward Bromberg",,,
"ADw41","Suez","Joseph Schildkraut",,,
"ADw41","Suez","Henry Stephenson",,,
"ADw41","Suez","Sidney Blackmer",,,
"ADw41","Suez","Maurice Moscovitch",,,
"ADw41","Suez","Sig Rumann",,,
"ADw41","Suez","Nigel Bruce",,,
"ADw41","Suez","Miles Mander",,,
"ADw41","Suez","George Zucco",,,
"ADw41","Suez","Leon Ames",,,
"ADw41","Suez","Rafaela Ottiano",,,
"ADw41","Suez","Brandon Hurst",,"composer","Liszt"
"ADw45","The Three Musketeers","Don Ameche",,"D'Artagan, sings",
"ADw45","The Three Musketeers","The Ritz~Brothers",,"fake fighters, sing",
"ADw45","The Three Musketeers","Binnie Barnes",,"girl","Lady DeWinter"
"ADw45","The Three Musketeers","Joseph Schildkraut",,,
"ADw45","The Three Musketeers","Lionel Atwill",,,
"ADw45","The Three Musketeers","Gloria Stuart",,"Milady",
"ADw45","The Three Musketeers","Miles Mander","ruler","king",
"ADw52","Around the World","Kay Kyser",,"band leader",
"ADw52","Around the World","Ish Kabibble",,,
"ADw52","Around the World","Ginny Simms",,,
"ADw52","Around the World","Joan Davis",,,
"ADw52","Around the World","Mischa Auer",,,
"ADw60","Sands of Iwo Jima","John Wayne",,"sergeant","Stryker"
"ADw60","Sands of Iwo Jima","John Agar",,"marine, raises flag",
"ADw60","Sands of Iwo Jima","Forrest Tucker",,"private, raises flag",
"ADw60","Sands of Iwo Jima","Artur Franz",,"corporal, raises flag",
"ADw60","Sands of Iwo Jima","Julie Bishop",,"prostitute",
"ADw60","Sands of Iwo Jima","Wally Cassell",,,
"ADw60","Sands of Iwo Jima","Richard Jaecker",,,
"ADw60","Sands of Iwo Jima","Richard Webb",,,
"ADw70","Cattle Queen of Montana","Barbara Stanwyk","crook","heroic ranch owner",
"ADw70","Cattle Queen of Montana","Ronald Reagan","agent","undercover govermant agent",
"ADw70","Cattle Queen of Montana","Gene Evans",,,
"ADw70","Cattle Queen of Montana","Lance Fuller",,,
"ADw70","Cattle Queen of Montana","Anthony Caruso",,,
"ADw70","Cattle Queen of Montana","Jack Elam",,,
"ADw72","Passion","Cornel Wilde",,"revenging Mexican cowboy",
"ADw72","Passion","Yvonne deCarlo",,"wife, murdered",
"ADw72","Passion","Yvonne deCarlo",,"younger sister of wife",
"ADw72","Passion","Raymond Burr",,,
"ADw72","Passion","Lon Chaney~jr",,,
"ADw72","Passion","Rodolfo Acosta",,,
"ADw72","Passion","John Qualen",,,
"ADw72","Passion","Anthony Caruso",,"terrorist",
"ADw72","Passion","Frank deKova",,,
"ADw75","Tennessee's Partner","John Payne",,"gambler",
"ADw75","Tennessee's Partner","Ronald Reagan",,"shooting cowboy",
"ADw75","Tennessee's Partner","Coleen Gray",,"golddigger",
"ADw75","Tennessee's Partner","Rhonda Fleming",,"night-club owner, marries gambler",
"ADw75","Tennessee's Partner","Anthony caruso",,,
"ADw75","Tennessee's Partner","Morrinkrum",,,
"ADw75","Tennessee's Partner","Leo Gordon",,,
"ADw75","Tennessee's Partner","Myron Healey",,,
"ADw75","Tennessee's Partner","Joe Devlin",,,
"ADw75","Tennessee's Partner","John Mansfield",,,
"ADw78","Pearl of the South Pacific","Virginia Mayo",,"thief, disguised as missionary, stays",
"ADw78","Pearl of the South Pacific","Dennis Morgan",,"thief, converts, stayssr",
"ADw78","Pearl of the South Pacific","David Farrar",,"thief, killed",
"ADw78","Pearl of the South Pacific","Murvyn Vye",,"native chief",
"ADw78","Pearl of the South Pacific","Lance Fuller",,,
"ADw78","Pearl of the South Pacific","Basil Ruysdael",,,
"ADw78","Pearl of the South Pacific","Lisa Montell",,"jealous native girl",
"ADw80","Slightly Scarlet","Arlene Dahl",,"ex-con sister",
"ADw80","Slightly Scarlet","Rhonda Fleming",,"dynamic sister",
"ADw80","Slightly Scarlet","John Payne",,"corrupt mayor",
"ADw80","Slightly Scarlet","Kent Taylor",,"lover of both sisters",
"ADx1","De Man Die Zijn Haar Kort Liet Knippen","Senne Roufaer","psychopath","teacher, falls for student, fantasizes her confession of a wanton life to Govert, shoots at her, committed","Govert Miereveld"
"ADx1","De Man Die Zijn Haar Kort Liet Knippen","Beata Tyskiewicz",,"student, becomes actress, seen later on TV","Frannny Veen"
"ADx1","De Man Die Zijn Haar Kort Liet Knippen","Luc Phillips",,"talkative barber","errorR(An)/error"
"ADx1","De Man Die Zijn Haar Kort Liet Knippen",,,"previous teacher, Fran's lover","Rechter"
"ADx1","De Man Die Zijn Haar Kort Liet Knippen",,,"coroner",
"ADx1","De Man Die Zijn Haar Kort Liet Knippen",,,"coroner's assistent",
"ADx11","De Man Die Zijn Haar Kort Liet Knippen",,,"Govert's patient wife","Corra"
"ADx11","De Man Die Zijn Haar Kort Liet Knippen",,,"Govert's daughter","Cathy"
"ADx11","De Man Die Zijn Haar Kort Liet Knippen","Arletta Emery",,"stiff school secretary","errorR(An)/error"
"ADx12","Un Soir, Un Train","Ives Montand",,"Flemish academic, leaves train, enters sureal world","Mathias"
"ADx12","Un Soir, Un Train","Anouk Aimee",,"costume designer, live-in love, estranged, killed in train wreck","Anne"
"ADx13","Rendevous at Bray","Mathieu Carriere",,"pianist, invited by Jaques","Julien"
"ADx13","Rendevous at Bray","Daniel Delorme",,"estranged friend","Jaques"
"ADx13","Rendevous at Bray","Bulle Ogier",,"Jaques' and Julien's former mistress",
"ADx13","Rendevous at Bray","Anna Karina",,"enigmatic woman alone at Jaques' estate",
"ADx14","Belle","JeanLuc Bideau",,"writer","Mathieu"
"ADx14","Belle",,,"writer's daughter, to be married",
"ADx14","Belle","Adriana Bogdan",,"fantasy woman encountered on train","Belle"
"ADx14","Belle",,,"Belle's companion, murdered in fantasy",
"ADx14","Belle","Daniele Delorme",,"wife","errorR(An)/error"
"ADx25","Met Deric Bouts",,,"actor depicting Christ at the last supper",
"ADx30","Een Vrouw tussen Hond en Wolf","MarieChristine Barrault",,"Belgium wife","Lieve"
"ADx30","Een Vrouw tussen Hond en Wolf","Rutger Hauer",,"husband, French nationalist, collaborator",
"ADx30","Een Vrouw tussen Hond en Wolf","Roger vanHool",,"French-speaking resistance leader, sheltered, Lieve's lover",
"ADx37","Benvenuta","Fanny Ardant",,"fictional beautiful Swedish musician","Benvenuta"
"ADx37","Benvenuta","Mathieu Carriere",,"writer, created Benvenuta","Francois"
"ADx37","Benvenuta","Francoise Fabian",,"older writer","Jeanne V."
"ADx37","Benvenuta","Vittorio Gassman",,"Benvenuta's Neapolitain lover","Livio"
"ADx39","Babel Opera",,,"filmmaker, stages Don Giovanni in Belgium",
"ADx39","Babel Opera","Jaques Sojcher",,"villain","Don Giovanni"
"ADx39","Babel Opera","Denise Debbaut",,,
"ADx45","L'Oevre au Noir","GianMaria Volonte",,"alchemist, doctor, denounced, returns","Zeno Ligre"
"ADz10","Zebrahead","Michael Rappaport",,"nice Jewish boy, loves Nikki, puerile","Zack"
"ADz10","Zebrahead","NBushe Wright",,"beauty","Nikki"
"ADz10","Zebrahead","DeShonn Castle",,"rapper, Nikki's cousin","Dee"
"ADz10","Zebrahead","Paul Butler",,"Dee's father, resents whites",
"ADz10","Zebrahead","Ray Sharkey",,"Zack's father, insensitive",
"ADz10","Zebrahead","Ron Johnson",,"Nikki's new love, trouble",
"ADz15","Imaginary Crimes","Harvey Keitel",,"bogus mine operator",
"ADz15","Imaginary Crimes","Fairuza Balk",,"daughter",
"ADz15","Imaginary Crimes","Elisabeth Moss",,"daughter",
"ADz15","Imaginary Crimes","Kelly Lynch",,"mother",
"AEG25","The Ghost Breaker","Wallace Reid",,"ghost buster",
"AEG25","The Ghost Breaker","Lila Lee",,"spanish heiress",
"AEG25","The Ghost Breaker","Walter Heirs",,"black servant",
"AEG25","The Ghost Breaker","Arthur Edmund Carewe",,,
"AEG25","The Ghost Breaker","J.Farrell MacDonald",,,
"AEG25","The Ghost Breaker","Snitz Edwards",,,
"AEG37","Baby Face","Barbara Stanwyck",,"seductive",
"AEG37","Baby Face","Nat Pendleton",,"tough",
"AEG41","Dangerous","Bette Davis",,"mother goddam","AA"
"AEG41","Dangerous","Franchot Tone",,,
"AEG41","Dangerous","Margaret Lindsay",,,
"AEG41","Dangerous","Alison Skipworth",,,
"AEG41","Dangerous","John Eldridge",,,
"AEG41","Dangerous","Dick Foran",,,
"AEG50","The Gracie Allen Murder Case","Gracie Allen",,,
"AEG50","The Gracie Allen Murder Case","Warren Williams",,"detective","Philo Vance"
"AEG50","The Gracie Allen Murder Case","Donald McBride",,,
"AEG50","The Gracie Allen Murder Case","Kent Taylor",,,
"AEG50","The Gracie Allen Murder Case","Ellen drew",,,
"AEG50","The Gracie Allen Murder Case","H.B. Warner",,,
"AEG50","The Gracie Allen Murder Case","Horace MacMahon",,,
"AEG50","The Gracie Allen Murder Case","William Demarest",,,
